ID	DOMES	Date	B	L	Helips	Hnorm	ZTD	mZTD	GradN	GradE	mGradN	mGradE
GDA1	12252M002	2020-07-07 10:30:00.0	54.35142	18.64108	63.167	33.935	2,392.2	1.4	-0.22	0.04	0.16	0.2
GDA1	12252M002	2020-07-07 11:00:00.0	54.35142	18.64108	63.167	33.935	2,392.9	1.6	-0.65	-0.05	0.25	0.18
GDA1	12252M002	2020-07-07 11:30:00.0	54.35142	18.64108	63.167	33.935	2,402.1	1.8	-0.38	-0.63	0.3	0.25
GDA1	12252M002	2020-07-07 12:00:00.0	54.35142	18.64108	63.171	33.939	2,399.1	1.6	-0.35	-0.22	0.22	0.21
GDA1	12252M002	2020-07-07 12:30:00.0	54.35142	18.64108	63.171	33.939	2,403.4	1.5	-0.21	-0.3	0.21	0.19
GDA1	12252M002	2020-07-07 13:00:00.0	54.35142	18.64108	63.171	33.939	2,411.8	1.1	-0.53	-0.55	0.14	0.15
GDA1	12252M002	2020-07-07 13:30:00.0	54.35142	18.64108	63.171	33.939	2,416.8	1.3	-0.54	0.52	0.2	0.22
GDA1	12252M002	2020-07-07 14:00:00.0	54.35142	18.64108	63.177	33.945	2,408.6	1.2	0.04	0.92	0.21	0.19
GDA1	12252M002	2020-07-07 14:30:00.0	54.35142	18.64108	63.177	33.945	2,408.6	1.5	-0.95	0.86	0.29	0.23
GDA1	12252M002	2020-07-07 15:00:00.0	54.35142	18.64108	63.177	33.945	2,408.4	1.3	-0.28	0.14	0.19	0.2
GDA1	12252M002	2020-07-07 15:30:00.0	54.35142	18.64108	63.177	33.945	2,405.2	1.4	-0.68	0.42	0.17	0.25
GDA1	12252M002	2020-07-07 16:00:00.0	54.35142	18.64108	63.182	33.95	2,403.9	1.2	-1.09	0.66	0.14	0.21
GDA1	12252M002	2020-07-07 16:30:00.0	54.35142	18.64108	63.182	33.95	2,402.7	1.3	-1.08	-0.13	0.17	0.23
GDA1	12252M002	2020-07-07 17:00:00.0	54.35142	18.64108	63.182	33.95	2,400	1.1	-0.81	-0.36	0.15	0.18
GDA1	12252M002	2020-07-07 17:30:00.0	54.35142	18.64108	63.182	33.95	2,404.5	1.1	-0.97	-0.6	0.13	0.18
GDA1	12252M002	2020-07-07 18:00:00.0	54.35142	18.64108	63.183	33.951	2,403.1	1.1	-0.18	0.22	0.17	0.17
GDA1	12252M002	2020-07-07 18:30:00.0	54.35142	18.64108	63.183	33.951	2,403	1.2	-1.13	0.16	0.17	0.18
GDA1	12252M002	2020-07-07 19:00:00.0	54.35142	18.64108	63.179	33.947	2,402.9	1.1	-0.66	0.42	0.13	0.15
GIZY	12253M001	2020-07-07 09:00:00.0	54.03578	21.76778	166.822	138.582	2,366.1	1.1	-0.81	1.22	0.15	0.14
GIZY	12253M001	2020-07-07 09:30:00.0	54.03578	21.76778	166.822	138.582	2,368.5	1.2	-1.02	0.6	0.16	0.14
GIZY	12253M001	2020-07-07 10:00:00.0	54.03578	21.76778	166.817	138.577	2,370.2	1.1	-0.55	0.77	0.13	0.14
GIZY	12253M001	2020-07-07 10:30:00.0	54.03578	21.76778	166.817	138.577	2,377.4	1.3	-0.5	0.84	0.17	0.19
GIZY	12253M001	2020-07-07 11:00:00.0	54.03578	21.76778	166.815	138.575	2,381.4	1.5	-0.93	0.07	0.25	0.19
GIZY	12253M001	2020-07-07 11:30:00.0	54.03578	21.76778	166.815	138.575	2,382.7	1.8	-0.32	0.64	0.3	0.24
GIZY	12253M001	2020-07-07 12:00:00.0	54.03578	21.76778	166.816	138.576	2,386.4	1.5	-0.75	0.72	0.21	0.2
GIZY	12253M001	2020-07-07 12:30:00.0	54.03578	21.76778	166.816	138.576	2,385	1.4	0.06	0.55	0.17	0.19
GIZY	12253M001	2020-07-07 13:00:00.0	54.03578	21.76778	166.813	138.573	2,387.3	1.3	-0.13	1.69	0.18	0.17
GIZY	12253M001	2020-07-07 13:30:00.0	54.03578	21.76778	166.813	138.573	2,382.8	1.6	-0.31	1.75	0.26	0.24
GIZY	12253M001	2020-07-07 14:00:00.0	54.03578	21.76778	166.81	138.57	2,384.2	1.4	0.08	0.08	0.23	0.19
GIZY	12253M001	2020-07-07 14:30:00.0	54.03578	21.76778	166.81	138.57	2,380.8	1.5	0.58	1.19	0.29	0.23
GIZY	12253M001	2020-07-07 15:00:00.0	54.03578	21.76778	166.815	138.575	2,370.2	1.3	0.51	0.49	0.2	0.16
GIZY	12253M001	2020-07-07 15:30:00.0	54.03578	21.76778	166.815	138.575	2,375.9	1.5	0.37	0.31	0.19	0.22
GIZY	12253M001	2020-07-07 16:00:00.0	54.03578	21.76778	166.812	138.572	2,370.1	1.2	-0.86	0.2	0.16	0.18
GIZY	12253M001	2020-07-07 16:30:00.0	54.03578	21.76778	166.812	138.572	2,365.5	1.4	-0.59	-0.07	0.18	0.28
GIZY	12253M001	2020-07-07 17:00:00.0	54.03578	21.76778	166.812	138.572	2,371.4	1.1	-0.73	-0.36	0.16	0.19
GIZY	12253M001	2020-07-07 17:30:00.0	54.03578	21.76778	166.812	138.572	2,368.6	1.1	-0.81	0.35	0.14	0.16
GIZY	12253M001	2020-07-07 18:00:00.0	54.03578	21.76778	166.816	138.576	2,363.6	1.1	-0.16	0.97	0.17	0.16
GIZY	12253M001	2020-07-07 18:30:00.0	54.03578	21.76778	166.816	138.576	2,367.5	1.1	-0.2	-0.06	0.15	0.15
GIZY	12253M001	2020-07-07 19:00:00.0	54.03578	21.76778	166.816	138.576	2,366.9	1	-0.48	-0.49	0.13	0.12
GLIW	NDNT-GLIW	2020-07-07 09:00:00.0	50.22644	18.60972	284.03	242.454	2,359.2	1.5	0.69	0.37	0.26	0.21
GLIW	NDNT-GLIW	2020-07-07 09:30:00.0	50.22644	18.60972	284.03	242.454	2,355.2	1.6	-0.34	0.09	0.28	0.23
GLIW	NDNT-GLIW	2020-07-07 10:00:00.0	50.22644	18.60972	284.032	242.456	2,352	1.4	-0.32	0.42	0.22	0.23
GLIW	NDNT-GLIW	2020-07-07 10:30:00.0	50.22644	18.60972	284.032	242.456	2,356	1.8	-0.09	0.28	0.32	0.3
GLIW	NDNT-GLIW	2020-07-07 11:00:00.0	50.22644	18.60972	284.045	242.469	2,351	2	0.36	-1.6	0.33	0.28
GLIW	NDNT-GLIW	2020-07-07 11:30:00.0	50.22644	18.60972	284.045	242.469	2,354.3	2.1	0.41	-2.1	0.35	0.33
GLIW	NDNT-GLIW	2020-07-07 12:00:00.0	50.22644	18.60972	284.048	242.472	2,357	1.6	-0.61	-0.21	0.24	0.22
GLIW	NDNT-GLIW	2020-07-07 12:30:00.0	50.22644	18.60972	284.048	242.472	2,353.4	1.5	-0.71	-0.28	0.21	0.23
GLIW	NDNT-GLIW	2020-07-07 13:00:00.0	50.22644	18.60972	284.044	242.468	2,358.5	1.3	-0.65	-0.53	0.16	0.2
GLIW	NDNT-GLIW	2020-07-07 13:30:00.0	50.22644	18.60972	284.044	242.468	2,358.6	1.5	-0.87	-0.37	0.25	0.27
GLIW	NDNT-GLIW	2020-07-07 14:00:00.0	50.22644	18.60972	284.04	242.464	2,355.8	1.5	-1.84	0.99	0.28	0.24
GLIW	NDNT-GLIW	2020-07-07 14:30:00.0	50.22644	18.60972	284.04	242.464	2,351.5	1.9	-1.45	1.8	0.37	0.33
GLIW	NDNT-GLIW	2020-07-07 15:00:00.0	50.22644	18.60972	284.046	242.47	2,347.2	1.9	-0.6	0.16	0.33	0.32
GLIW	NDNT-GLIW	2020-07-07 15:30:00.0	50.22644	18.60972	284.046	242.47	2,337.9	2.4	-1.02	-0.33	0.39	0.38
GLIW	NDNT-GLIW	2020-07-07 16:00:00.0	50.22644	18.60972	284.04	242.464	2,353.7	2	0.69	-0.87	0.34	0.37
GLIW	NDNT-GLIW	2020-07-07 16:30:00.0	50.22644	18.60972	284.04	242.464	2,354.5	2	1.1	-1.27	0.34	0.44
GLIW	NDNT-GLIW	2020-07-07 17:00:00.0	50.22644	18.60972	284.046	242.47	2,350.4	1.4	-0.08	0.56	0.21	0.22
GLIW	NDNT-GLIW	2020-07-07 17:30:00.0	50.22644	18.60972	284.046	242.47	2,349.9	1.4	-0.11	0.4	0.23	0.22
GLIW	NDNT-GLIW	2020-07-07 18:00:00.0	50.22644	18.60972	284.027	242.451	2,354.7	1.4	0.76	0.16	0.21	0.22
GLIW	NDNT-GLIW	2020-07-07 18:30:00.0	50.22644	18.60972	284.027	242.451	2,356.1	1.4	0.39	0.37	0.2	0.21
GLIW	NDNT-GLIW	2020-07-07 19:00:00.0	50.22644	18.60972	284.026	242.45	2,351.3	1	-0.35	-0.12	0.12	0.14
GLOG	12254M001	2020-07-07 09:00:00.0	51.66525	16.07428	144.422	104.579	2,380.3	1.3	-1.54	-0.25	0.18	0.18
GLOG	12254M001	2020-07-07 09:30:00.0	51.66525	16.07428	144.422	104.579	2,379.5	1.5	-0.96	-0.42	0.22	0.19
GLOG	12254M001	2020-07-07 10:00:00.0	51.66525	16.07428	144.422	104.579	2,382.6	1.3	-1.29	-0.18	0.19	0.18
GLOG	12254M001	2020-07-07 10:30:00.0	51.66525	16.07428	144.422	104.579	2,381.3	1.6	-1.19	-0.43	0.25	0.24
GLOG	12254M001	2020-07-07 11:00:00.0	51.66525	16.07428	144.43	104.587	2,378.4	1.4	-1.54	-0.54	0.29	0.15
GLOG	12254M001	2020-07-07 11:30:00.0	51.66525	16.07428	144.43	104.587	2,375.5	1.9	-1.18	-0.23	0.34	0.25
GLOG	12254M001	2020-07-07 12:00:00.0	51.66525	16.07428	144.425	104.582	2,378.4	1.6	-1.82	0	0.24	0.21
GLOG	12254M001	2020-07-07 12:30:00.0	51.66525	16.07428	144.425	104.582	2,384.9	1.6	-1.58	-0.31	0.25	0.22
GLOG	12254M001	2020-07-07 13:00:00.0	51.66525	16.07428	144.426	104.583	2,386.7	1.3	-0.18	-1.16	0.16	0.18
GLOG	12254M001	2020-07-07 13:30:00.0	51.66525	16.07428	144.426	104.583	2,384.8	1.5	-0.19	-1.38	0.24	0.26
GLOG	12254M001	2020-07-07 14:00:00.0	51.66525	16.07428	144.426	104.583	2,386.2	1.5	-0.98	-0.78	0.25	0.21
GLOG	12254M001	2020-07-07 14:30:00.0	51.66525	16.07428	144.426	104.583	2,388.9	1.8	-0.68	-0.44	0.35	0.26
GLOG	12254M001	2020-07-07 15:00:00.0	51.66525	16.07428	144.423	104.58	2,391.2	1.4	-0.42	-0.6	0.23	0.19
GLOG	12254M001	2020-07-07 15:30:00.0	51.66525	16.07428	144.423	104.58	2,389.5	1.6	-0.48	-0.76	0.24	0.27
GLOG	12254M001	2020-07-07 16:00:00.0	51.66525	16.07428	144.428	104.585	2,392.6	1.4	-0.7	0.13	0.18	0.2
GLOG	12254M001	2020-07-07 16:30:00.0	51.66525	16.07428	144.428	104.585	2,386.6	1.5	-0.19	-0.1	0.21	0.26
GLOG	12254M001	2020-07-07 17:00:00.0	51.66525	16.07428	144.428	104.585	2,384.6	1.3	-0.78	0.55	0.19	0.24
GLOG	12254M001	2020-07-07 17:30:00.0	51.66525	16.07428	144.428	104.585	2,382.3	1.4	-0.81	-0.11	0.21	0.27
GLOG	12254M001	2020-07-07 18:00:00.0	51.66525	16.07428	144.43	104.587	2,381	1.4	-0.85	-0.26	0.2	0.23
GLOG	12254M001	2020-07-07 18:30:00.0	51.66525	16.07428	144.43	104.587	2,385.6	1.3	-0.24	-0.15	0.19	0.21
GLOG	12254M001	2020-07-07 19:00:00.0	51.66525	16.07428	144.427	104.584	2,388.2	1	-1.19	0.2	0.12	0.13
GLSV	12356M001	2020-07-07 10:00:00.0	50.36419	30.49675	226.352	200.98	2,484.8	1.5	0.35	-0.77	0.24	0.18
GLSV	12356M001	2020-07-07 10:30:00.0	50.36419	30.49675	226.352	200.98	2,478.3	1.7	0.72	0.18	0.23	0.23
GLSV	12356M001	2020-07-07 11:00:00.0	50.36419	30.49675	226.339	200.967	2,470.7	1.4	0.28	0.21	0.27	0.21
GLSV	12356M001	2020-07-07 11:30:00.0	50.36419	30.49675	226.339	200.967	2,466.8	1.5	0.17	-0.58	0.27	0.21
GLSV	12356M001	2020-07-07 12:00:00.0	50.36419	30.49675	226.324	200.952	2,471.3	1.4	0.59	-0.51	0.18	0.21
GLSV	12356M001	2020-07-07 12:30:00.0	50.36419	30.49675	226.324	200.952	2,464.4	1.4	0.88	-0.59	0.15	0.2
GLSV	12356M001	2020-07-07 13:00:00.0	50.36419	30.49675	226.322	200.95	2,469.2	1.4	1.13	0.07	0.17	0.18
GLSV	12356M001	2020-07-07 13:30:00.0	50.36419	30.49675	226.322	200.95	2,468.4	1.5	0.83	0.14	0.2	0.15
GLSV	12356M001	2020-07-07 14:00:00.0	50.36419	30.49675	226.318	200.946	2,473.6	1.3	3.21	-3.18	0.2	0.16
GLSV	12356M001	2020-07-07 14:30:00.0	50.36419	30.49675	226.318	200.946	2,479.8	1.5	3.67	-0.21	0.27	0.19
GLSV	12356M001	2020-07-07 15:00:00.0	50.36419	30.49675	226.31	200.938	2,468.3	1.4	1.56	2.68	0.18	0.16
GLSV	12356M001	2020-07-07 15:30:00.0	50.36419	30.49675	226.31	200.938	2,464.7	1.4	1.18	0.73	0.16	0.17
GLSV	12356M001	2020-07-07 16:00:00.0	50.36419	30.49675	226.308	200.936	2,468.6	1.3	0.18	1.19	0.14	0.19
GLSV	12356M001	2020-07-07 16:30:00.0	50.36419	30.49675	226.308	200.936	2,464.7	1.4	-0.18	0.45	0.15	0.26
GLSV	12356M001	2020-07-07 17:00:00.0	50.36419	30.49675	226.306	200.934	2,460.8	1.2	-0.54	0.49	0.17	0.19
GLSV	12356M001	2020-07-07 17:30:00.0	50.36419	30.49675	226.306	200.934	2,458.2	1.1	-0.7	-0.26	0.14	0.16
GLSV	12356M001	2020-07-07 18:00:00.0	50.36419	30.49675	226.302	200.93	2,461.1	1	-1.06	-0.33	0.14	0.14
GLSV	12356M001	2020-07-07 18:30:00.0	50.36419	30.49675	226.302	200.93	2,454.8	1	-1.27	0.74	0.17	0.13
GLSV	12356M001	2020-07-07 19:00:00.0	50.36419	30.49675	226.294	200.922	2,450.9	1.3	-1.86	0.63	0.22	0.19
GLUB	NDNT-GLUB	2020-07-07 09:00:00.0	50.20236	17.81056	321.373	279.149	2,341.7	1.3	-0.15	-0.03	0.16	0.17
GLUB	NDNT-GLUB	2020-07-07 09:30:00.0	50.20236	17.81056	321.373	279.149	2,338.7	1.3	-0.22	-0.18	0.17	0.17
GLUB	NDNT-GLUB	2020-07-07 10:00:00.0	50.20236	17.81056	321.376	279.152	2,342.3	1.2	0.18	-0.59	0.14	0.16
GLUB	NDNT-GLUB	2020-07-07 10:30:00.0	50.20236	17.81056	321.376	279.152	2,346.4	1.4	-0.19	-0.55	0.22	0.19
GLUB	NDNT-GLUB	2020-07-07 11:00:00.0	50.20236	17.81056	321.379	279.155	2,344.4	1.3	0.24	-0.38	0.26	0.14
GLUB	NDNT-GLUB	2020-07-07 11:30:00.0	50.20236	17.81056	321.379	279.155	2,341.3	1.8	1.11	0	0.31	0.22
GLUB	NDNT-GLUB	2020-07-07 12:00:00.0	50.20236	17.81056	321.379	279.155	2,344.6	1.5	0.36	-0.46	0.23	0.2
GLUB	NDNT-GLUB	2020-07-07 12:30:00.0	50.20236	17.81056	321.379	279.155	2,346.8	1.4	-0.81	-0.74	0.2	0.2
GLUB	NDNT-GLUB	2020-07-07 13:00:00.0	50.20236	17.81056	321.379	279.155	2,353.6	1.3	-0.81	-0.75	0.2	0.16
GLUB	NDNT-GLUB	2020-07-07 13:30:00.0	50.20236	17.81056	321.379	279.155	2,353.4	1.4	-0.91	-0.91	0.19	0.21
GLUB	NDNT-GLUB	2020-07-07 14:00:00.0	50.20236	17.81056	321.378	279.154	2,344.5	1.3	-1.03	0.74	0.21	0.2
GLUB	NDNT-GLUB	2020-07-07 14:30:00.0	50.20236	17.81056	321.378	279.154	2,340.3	1.6	-1.14	0.51	0.32	0.25
GLUB	NDNT-GLUB	2020-07-07 15:00:00.0	50.20236	17.81056	321.377	279.153	2,342.2	1.5	1.03	0.31	0.23	0.19
GLUB	NDNT-GLUB	2020-07-07 15:30:00.0	50.20236	17.81056	321.377	279.153	2,347.1	1.5	0.91	0.31	0.2	0.24
GLUB	NDNT-GLUB	2020-07-07 16:00:00.0	50.20236	17.81056	321.374	279.15	2,348.5	1.7	-0.22	-0.46	0.23	0.28
GLUB	NDNT-GLUB	2020-07-07 16:30:00.0	50.20236	17.81056	321.374	279.15	2,346.5	1.7	-0.56	0.23	0.24	0.33
GLUB	NDNT-GLUB	2020-07-07 17:00:00.0	50.20236	17.81056	321.378	279.154	2,343.3	1.2	-0.7	1.05	0.18	0.2
GLUB	NDNT-GLUB	2020-07-07 17:30:00.0	50.20236	17.81056	321.378	279.154	2,343.6	1.2	-1	0.42	0.15	0.2
GLUB	NDNT-GLUB	2020-07-07 18:00:00.0	50.20236	17.81056	321.372	279.148	2,346.8	1.2	-0.48	-0.42	0.16	0.17
GLUB	NDNT-GLUB	2020-07-07 18:30:00.0	50.20236	17.81056	321.372	279.148	2,346.4	1.3	-0.45	-0.52	0.18	0.19
GLUB	NDNT-GLUB	2020-07-07 19:00:00.0	50.20236	17.81056	321.37	279.146	2,349	1.2	-0.86	-0.48	0.16	0.16
GNIE	12255M001	2020-07-07 09:00:00.0	52.53294	17.58386	172.123	138.861	2,372.7	1.2	-2.28	-0.09	0.16	0.17
GNIE	12255M001	2020-07-07 09:30:00.0	52.53294	17.58386	172.123	138.861	2,369.8	1.3	-1.43	0.37	0.18	0.18
GNIE	12255M001	2020-07-07 10:00:00.0	52.53294	17.58386	172.119	138.857	2,368.9	1.2	-1.04	-0.21	0.15	0.17
GNIE	12255M001	2020-07-07 10:30:00.0	52.53294	17.58386	172.119	138.857	2,376.6	1.4	-1.34	0.68	0.18	0.21
GNIE	12255M001	2020-07-07 11:00:00.0	52.53294	17.58386	172.121	138.859	2,367.2	1.4	-0.36	-0.07	0.25	0.16
GNIE	12255M001	2020-07-07 11:30:00.0	52.53294	17.58386	172.121	138.859	2,370.3	1.7	-1.08	-0.05	0.29	0.23
GNIE	12255M001	2020-07-07 12:00:00.0	52.53294	17.58386	172.127	138.865	2,366.1	1.5	-0.26	-0.32	0.21	0.19
GNIE	12255M001	2020-07-07 12:30:00.0	52.53294	17.58386	172.127	138.865	2,371.3	1.4	-0.5	-0.06	0.2	0.16
GNIE	12255M001	2020-07-07 13:00:00.0	52.53294	17.58386	172.127	138.865	2,376.2	1.2	-0.82	-1.29	0.15	0.16
GNIE	12255M001	2020-07-07 13:30:00.0	52.53294	17.58386	172.127	138.865	2,372.2	1.4	-0.72	-0.51	0.19	0.23
GNIE	12255M001	2020-07-07 14:00:00.0	52.53294	17.58386	172.126	138.864	2,374.9	1.2	0.08	-0.95	0.2	0.2
GNIE	12255M001	2020-07-07 14:30:00.0	52.53294	17.58386	172.126	138.864	2,373.7	1.5	0.33	-1.09	0.29	0.24
GNIE	12255M001	2020-07-07 15:00:00.0	52.53294	17.58386	172.133	138.871	2,369.8	1.4	0.46	-1.17	0.22	0.18
GNIE	12255M001	2020-07-07 15:30:00.0	52.53294	17.58386	172.133	138.871	2,371.1	1.5	0.2	-1.35	0.21	0.27
GNIE	12255M001	2020-07-07 16:00:00.0	52.53294	17.58386	172.126	138.864	2,373.3	1.2	-0.43	-0.85	0.16	0.17
GNIE	12255M001	2020-07-07 16:30:00.0	52.53294	17.58386	172.126	138.864	2,374.2	1.4	-0.25	-0.1	0.19	0.25
GNIE	12255M001	2020-07-07 17:00:00.0	52.53294	17.58386	172.124	138.862	2,375.2	1.1	-0.02	-0.92	0.16	0.2
GNIE	12255M001	2020-07-07 17:30:00.0	52.53294	17.58386	172.124	138.862	2,372.3	1.2	-0.26	-0.4	0.17	0.22
GNIE	12255M001	2020-07-07 18:00:00.0	52.53294	17.58386	172.128	138.866	2,368.1	1.2	0.03	-0.74	0.17	0.17
GNIE	12255M001	2020-07-07 18:30:00.0	52.53294	17.58386	172.128	138.866	2,373.9	1.2	-0.3	-0.31	0.16	0.18
GNIE	12255M001	2020-07-07 19:00:00.0	52.53294	17.58386	172.126	138.864	2,372.5	0.9	-0.59	-0.45	0.12	0.12
GOLE	12256M001	2020-07-07 09:00:00.0	53.55872	14.838	68.87	33.693	2,399.8	1.4	-1.07	0.27	0.18	0.18
GOLE	12256M001	2020-07-07 09:30:00.0	53.55872	14.838	68.87	33.693	2,404	1.5	-0.48	0.07	0.2	0.21
GOLE	12256M001	2020-07-07 10:00:00.0	53.55872	14.838	68.871	33.694	2,411.6	1.4	-0.28	-0.21	0.18	0.19
GOLE	12256M001	2020-07-07 10:30:00.0	53.55872	14.838	68.871	33.694	2,410.3	1.7	-0.74	-0.39	0.21	0.23
GOLE	12256M001	2020-07-07 11:00:00.0	53.55872	14.838	68.874	33.697	2,409.7	1.4	-0.66	0.08	0.25	0.14
GOLE	12256M001	2020-07-07 11:30:00.0	53.55872	14.838	68.874	33.697	2,407.4	1.8	-1.48	-0.48	0.31	0.23
GOLE	12256M001	2020-07-07 12:00:00.0	53.55872	14.838	68.875	33.698	2,413	1.6	-0.02	-0.26	0.23	0.2
GOLE	12256M001	2020-07-07 12:30:00.0	53.55872	14.838	68.875	33.698	2,415.8	1.6	-0.34	-0.04	0.24	0.22
GOLE	12256M001	2020-07-07 13:00:00.0	53.55872	14.838	68.876	33.699	2,415.7	1.1	-0.36	0.11	0.14	0.13
GOLE	12256M001	2020-07-07 13:30:00.0	53.55872	14.838	68.876	33.699	2,416.3	1.4	-0.44	-0.25	0.19	0.23
GOLE	12256M001	2020-07-07 14:00:00.0	53.55872	14.838	68.87	33.693	2,410.7	1.3	-0.26	-0.15	0.2	0.2
GOLE	12256M001	2020-07-07 14:30:00.0	53.55872	14.838	68.87	33.693	2,406.2	1.5	-0.25	-0.91	0.28	0.23
GOLE	12256M001	2020-07-07 15:00:00.0	53.55872	14.838	68.869	33.692	2,406.8	1.3	-0.63	-0.82	0.18	0.16
GOLE	12256M001	2020-07-07 15:30:00.0	53.55872	14.838	68.869	33.692	2,407	1.6	-0.35	-0.49	0.23	0.26
GOLE	12256M001	2020-07-07 16:00:00.0	53.55872	14.838	68.868	33.691	2,404.4	1.3	-0.78	-1.35	0.16	0.19
GOLE	12256M001	2020-07-07 16:30:00.0	53.55872	14.838	68.868	33.691	2,408.3	1.4	-1.24	-1.43	0.19	0.18
GOLE	12256M001	2020-07-07 17:00:00.0	53.55872	14.838	68.871	33.694	2,411.6	1.2	-0.99	-0.47	0.18	0.22
GOLE	12256M001	2020-07-07 17:30:00.0	53.55872	14.838	68.871	33.694	2,411.6	1.4	-0.7	-0.71	0.2	0.26
GOLE	12256M001	2020-07-07 18:00:00.0	53.55872	14.838	68.873	33.696	2,417	1.2	-0.12	-1.6	0.16	0.18
GOLE	12256M001	2020-07-07 18:30:00.0	53.55872	14.838	68.873	33.696	2,418.2	1.2	0.13	-0.83	0.16	0.19
GOLE	12256M001	2020-07-07 19:00:00.0	53.55872	14.838	68.876	33.699	2,419.4	0.9	-1.17	-0.49	0.11	0.11
GOPE	11502M002	2020-07-07 09:00:00.0	49.91369	14.78564	592.722	547.553	2,274	1.3	-0.85	-1.28	0.17	0.17
GOPE	11502M002	2020-07-07 09:30:00.0	49.91369	14.78564	592.722	547.553	2,270.9	1.3	-0.83	-1.06	0.18	0.16
GOPE	11502M002	2020-07-07 10:00:00.0	49.91369	14.78564	592.721	547.552	2,268.2	1.2	-0.55	-0.56	0.16	0.18
GOPE	11502M002	2020-07-07 10:30:00.0	49.91369	14.78564	592.721	547.552	2,269.3	1.4	-0.14	-0.43	0.23	0.19
GOPE	11502M002	2020-07-07 11:00:00.0	49.91369	14.78564	592.722	547.553	2,269.1	1.3	-0.35	-1.06	0.27	0.13
GOPE	11502M002	2020-07-07 11:30:00.0	49.91369	14.78564	592.722	547.553	2,270.4	1.8	-0.36	-0.99	0.32	0.24
GOPE	11502M002	2020-07-07 12:00:00.0	49.91369	14.78564	592.73	547.561	2,271.2	1.4	-0.54	-0.38	0.21	0.16
GOPE	11502M002	2020-07-07 12:30:00.0	49.91369	14.78564	592.73	547.561	2,274.4	1.3	-0.31	-0.76	0.15	0.16
GOPE	11502M002	2020-07-07 13:00:00.0	49.91369	14.78564	592.73	547.561	2,276.5	1.1	-1.12	-0.49	0.14	0.13
GOPE	11502M002	2020-07-07 13:30:00.0	49.91369	14.78564	592.73	547.561	2,273.1	1.4	-0.74	-0.03	0.19	0.22
GOPE	11502M002	2020-07-07 14:00:00.0	49.91369	14.78564	592.731	547.562	2,266.9	1.2	-0.38	-0.07	0.18	0.2
GOPE	11502M002	2020-07-07 14:30:00.0	49.91369	14.78564	592.731	547.562	2,265.3	1.5	-0.62	0.24	0.28	0.24
GOPE	11502M002	2020-07-07 15:00:00.0	49.91369	14.78564	592.727	547.558	2,270.8	1.4	0.08	0.31	0.22	0.17
GOPE	11502M002	2020-07-07 15:30:00.0	49.91369	14.78564	592.727	547.558	2,269.9	1.4	0.12	-0.23	0.2	0.24
GOPE	11502M002	2020-07-07 16:00:00.0	49.91369	14.78564	592.734	547.565	2,270.4	1.2	-0.3	-0.05	0.16	0.15
GOPE	11502M002	2020-07-07 16:30:00.0	49.91369	14.78564	592.734	547.565	2,269.7	1.3	-0.79	0.12	0.16	0.17
GOPE	11502M002	2020-07-07 17:00:00.0	49.91369	14.78564	592.732	547.563	2,270.7	1.1	-1.07	0.32	0.16	0.17
GOPE	11502M002	2020-07-07 17:30:00.0	49.91369	14.78564	592.732	547.563	2,270.4	1.1	-0.8	0.22	0.14	0.19
GOPE	11502M002	2020-07-07 18:00:00.0	49.91369	14.78564	592.729	547.56	2,269.9	1.2	-0.66	0.4	0.17	0.18
GOPE	11502M002	2020-07-07 18:30:00.0	49.91369	14.78564	592.729	547.56	2,273.3	1.3	-0.7	0.54	0.18	0.2
GOPE	11502M002	2020-07-07 19:00:00.0	49.91369	14.78564	592.732	547.563	2,272.8	0.9	-0.76	0.01	0.11	0.11
GOR1	NDNT-GORL	2020-07-07 09:00:00.0	49.65586	21.13944	381.25	343.395	2,339.5	1.3	0.29	2.33	0.16	0.18
GOR1	NDNT-GORL	2020-07-07 09:30:00.0	49.65586	21.13944	381.25	343.395	2,341	1.3	0.25	1.21	0.18	0.18
GOR1	NDNT-GORL	2020-07-07 10:00:00.0	49.65586	21.13944	381.256	343.401	2,332	1.1	0.1	0.51	0.14	0.15
GOR1	NDNT-GORL	2020-07-07 10:30:00.0	49.65586	21.13944	381.256	343.401	2,331.8	1.4	-0.72	-0.52	0.19	0.18
GOR1	NDNT-GORL	2020-07-07 11:00:00.0	49.65586	21.13944	381.246	343.391	2,334.6	1.3	-1.03	-0.27	0.23	0.15
GOR1	NDNT-GORL	2020-07-07 11:30:00.0	49.65586	21.13944	381.246	343.391	2,329.4	1.5	-0.48	0.19	0.29	0.19
GOR1	NDNT-GORL	2020-07-07 12:00:00.0	49.65586	21.13944	381.238	343.383	2,331.9	1.4	-0.47	0.31	0.23	0.15
GOR1	NDNT-GORL	2020-07-07 12:30:00.0	49.65586	21.13944	381.238	343.383	2,327.2	1.2	-1.03	1.43	0.16	0.18
GOR1	NDNT-GORL	2020-07-07 13:00:00.0	49.65586	21.13944	381.24	343.385	2,332.7	1.1	-1.05	0.28	0.15	0.14
GOR1	NDNT-GORL	2020-07-07 13:30:00.0	49.65586	21.13944	381.24	343.385	2,339.3	1.2	-0.48	0.96	0.18	0.18
GOR1	NDNT-GORL	2020-07-07 14:00:00.0	49.65586	21.13944	381.247	343.392	2,326.9	1.2	-0.03	1.12	0.19	0.19
